"859","Braylen","B","1"
"860","Braylon","B","1"
"861","Brayson","B","1"
"862","Braz","B","1"
"863","Brazier","B","1"
"864","Brazil","B","1"
"865","Breaker","B","1"
"866","Breccan","B","1"
"867","Breck","B","1"
"868","Brecken","B","1"
"869","Breckin","B","1"
"870","Brendan","B","1"
"871","Brenden","B","1"
"872","Brennan","B","1"
"873","Brenner","B","1"
"874","Brent","B","1"
"875","Brentley","B","1"
"876","Brenton","B","1"
"877","Breslin","B","1"
"878","Bret","B","1"
"879","Breton","B","1"
"880","Brett","B","1"
"881","Bretton","B","1"
"882","Brevin","B","1"
"883","Brewster","B","1"
"884","Briac","B","1"
"885","Brian","B","1"
"886","Briar","B","1"
"887","Brice","B","1"
"888","Brick","B","1"
"889","Bridge","B","1"
"890","Bridger","B","1"
"891","Briggs","B","1"
"892","Brigham","B","1"
"893","Brighton","B","1"
"894","Briley","B","1"
"895","Brinley","B","1"
"896","Brinsley","B","1"
"897","Brinstan","B","1"
"898","Brio","B","1"
"899","Brioc","B","1"
"900","Brishan","B","1"
"901","Bristol","B","1"
"902","Britain","B","1"
"903","Britton","B","1"
"904","Brixton","B","1"
"905","Brock","B","1"
"906","Brockton","B","1"
"907","Broder","B","1"
"908","Broderick","B","1"
"909","Brodie","B","1"
"910","Brodny","B","1"
"911","Brody","B","1"
"912","Brogan","B","1"
"913","Brom","B","1"
"914","Bromley","B","1"
"915","Bron","B","1"
"916","Bronco","B","1"
"917","Brone","B","1"
"918","Bronislaw","B","1"
"919","Bronn","B","1"
"920","Bronson","B","1"
"921","Bronx","B","1"
"922","Bronze","B","1"
"923","Brook","B","1"
"924","Brooke","B","1"
"925","Brooklyn","B","1"
"926","Brooks","B","1"
"927","Brosnan","B","1"
"928","Brown","B","1"
"929","Bruce","B","1"
"930","Bruin","B","1"
"931","Bruno","B","1"
"932","Brutus","B","1"
"933","Bryan","B","1"
"934","Bryant","B","1"
"935","Bryce","B","1"
"936","Brycen","B","1"
"937","Bryer","B","1"
"938","Bryn","B","1"
"939","Brysen","B","1"
"940","Bryson","B","1"
"941","Bryton","B","1"
"942","Bubba","B","1"
"943","Buchanan","B","1"
"944","Buck","B","1"
"945","Buckley","B","1"
"946","Buckminster","B","1"
"947","Bud","B","1"
"948","Buddy","B","1"
"949","Buell","B","1"
"950","Buff","B","1"
"951","Bunyan","B","1"
"952","Burbank","B","1"
"953","Burford","B","1"
"954","Burgess","B","1"
"955","Burgundy","B","1"
"956","Burke","B","1"
"957","Burl","B","1"
"958","Burleigh","B","1"
"959","Burma","B","1"
"960","Burne","B","1"
"961","Burnet","B","1"
"962","Burney","B","1"
"963","Burns","B","1"
"964","Burr","B","1"
"965","Burroughs","B","1"
"966","Burton","B","1"
"967","Busby","B","1"
"968","Busch","B","1"
"969","Buster","B","1"
